Document Title,Authors,Author Affiliations,Publication Title,Publication Year,Venue Key,Venue Rank,IC Domain,Abstract,DOI,PDF Link,Source URL,IEEE Article Number,Quality Score,Collection Method,Download Status,Article Citation Count
A 435 KS/s 10-bit Column-Parallel Hybrid ADC Using Range-Partitioned Quantization with Asynchronous Charge-Injection and Single-Slope Conversion,Po-Hsi Lee; Yu-Hsiang Huang; Chih-Cheng Hsieh,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349379,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349379,https://doi.org/10.1109/a-sscc67472.2025.11349379,11349379,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 45W 12-40V Input 94.4% Peak Efficiency Simultaneous 1S/2S Battery Charging and PoL Supply Hybrid Converter with Flying Capacitor Floating Technique and Duty-Cycle Lockout-Release Operations,Xiongjie Zhang; Xinman Li; Qiaobo Ma; Huihua Li; Yang Jiang; Yan Lu; Rui Martins; Pui-In Mak,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349487,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349487,https://doi.org/10.1109/a-sscc67472.2025.11349487,11349487,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 6.25-mW Retina-mimetic CMOS Image Sensor with SPAD-PPD Hybrid Pixel Array for HDR Imaging,Houk Lee; Yongseong Cho; JunHee Cho; Heesung Lee; Jaehyuk Choi,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,"Biomedical, Sensor & Imaging IC",,10.1109/a-sscc67472.2025.11349610,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349610,https://doi.org/10.1109/a-sscc67472.2025.11349610,11349610,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 6.5-to-12.5Gb/s Reference-Less Dual-Loop CDR with Adaptive Injection Gain Switching and Self-aligned Injection Phase Detection in 28nm CMOS,Minsu Park; Jahoon Jin; Sangdon Jung; Hyunki Park; Jung-Hoon Chun,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349612,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349612,https://doi.org/10.1109/a-sscc67472.2025.11349612,11349612,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 64⨯64 SPAD-based Full-resolution Multimodal Imager with High Background Light Immunity and Reconfigurable Extrapolation Photon Counting,Jin Hu; Qianjin Xu; Rui Ma; Xiayu Wang; Dong Li; Yang Li u; Zhangming Zhu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,"Biomedical, Sensor & Imaging IC",,10.1109/a-sscc67472.2025.11349394,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349394,https://doi.org/10.1109/a-sscc67472.2025.11349394,11349394,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 65nm 942-TOPS/W Dual Drive Strength-based SRAM Compute-in-Memory with Symmetrical Adaptive Sensing Margin for CNNs and Transformers in edge AI applications,Dong-Gu Choi; Jaehyun Lee; Jaeha Kung; Minyoung Song; Jong-Hyeok Yoon,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc67472.2025.11349431,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349431,https://doi.org/10.1109/a-sscc67472.2025.11349431,11349431,121.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 65nm Scalable Analog-Computing Feature Extractor Based on Programmable 16 th -Order FIR Filters with Noise-Resistant Natural Sampling and Symmetric Weight Reuse for Always-On Event Detection,Lichen Feng; Lin Wu; Hongwei Shan; Zhangming Zhu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349646,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349646,https://doi.org/10.1109/a-sscc67472.2025.11349646,11349646,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 7-level 18-wire-state Trio-signaling Transmitter for MIPI C-PHY 3.0 Interfaces,Myeongjin Oh; Junyeong Lee; Kiwoon Kim; Jung-Hoon Chun,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc67472.2025.11349650,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349650,https://doi.org/10.1109/a-sscc67472.2025.11349650,11349650,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
A 7.2W 96.6% Peak Efficiency Single-Stage Triple-Output Hybrid DC-DC Converter with Halved-V IN Switching and Autonomous Charge Recycling,Jaemin Kim; Geuntae Park; Seongil Yeo; Kunhee Cho,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Power Management,,10.1109/a-sscc67472.2025.11349384,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349384,https://doi.org/10.1109/a-sscc67472.2025.11349384,11349384,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
"A 7.99-to-11.61 GHz, 2D-Tessellation-Scalable 8-Core Oscillator Featuring -153.7dBc/H z Absolute PN and FoM of 191.8 dBc \ Hz at 10 MHz offset",Juntao Lan; Dejian Li; Wei Deng; Haikun Jia; Baoyong Chi,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc67472.2025.11349587,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349587,https://doi.org/10.1109/a-sscc67472.2025.11349587,11349587,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 78.2/90.0dB-SNDR/SFDR Pipelined-SAR ADC with Noise-Reducing Stacked Dynamic Source-Follower Amplifiers,Menghe Jin; Kyuik Cho; Kyojin Choo,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349474,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349474,https://doi.org/10.1109/a-sscc67472.2025.11349474,11349474,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 890-nW Dual-Mode Reconfigurable Front-End with Dynamic Compensation Feedback Circuits for Multimodal V/R/I/C Sensing,Ting Zhou; Chao Wang; Jiajie Huang; Jian Zhao; Jinghua Zhang; Yong Lian; Yongfu Li,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc67472.2025.11349572,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349572,https://doi.org/10.1109/a-sscc67472.2025.11349572,11349572,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 94.6%/98.6% Peak Power/System Efficiency SIDO/DISO SC DC-DC Converter with Cross Regulation Suppression and Fast DVS for Load Stacking Applications,Feiyu Li; Qishen Fang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Power Management,,10.1109/a-sscc67472.2025.11349617,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349617,https://doi.org/10.1109/a-sscc67472.2025.11349617,11349617,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A 96pJ/Frame/Pixel and 61pJ/Event Anti-UAV System with Hybrid Object Tracking Modes,Yuncheng Lu; Yucen Shi; Aobo Li; Zehao Li; Junying Li; Bo Wang; Tony Tae-Hyoung Kim,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349578,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349578,https://doi.org/10.1109/a-sscc67472.2025.11349578,11349578,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A BLE-to-BLE FDD Backscattering Tag with Harmonic Rejection Uplink and Sub-Sampling Phase-Tracking Downlink Supporting Multi-Tag Communication,Yanshu Guo; Wenqiang Huang; Guo Wei; Xuanyan Liu; Zhihua Wang; Yuanjin Zheng; Hanjun Jiang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349423,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349423,https://doi.org/10.1109/a-sscc67472.2025.11349423,11349423,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Capacitor-free Hybrid-process LDO with Ultra-high Gain Amplifier and Super Source Follower for 0.297mV/A Load Regulation and 0.024mV/V Line Regulation,Yu-Ting Huang; Tz-Wun Wang; Chi-Yu Chen; Po-Jui Chiu; KeHorng Chen; Philex Ming-Yan Fan; Tsorng-Juu Liang; Hann-Huei Tsai,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349378,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349378,https://doi.org/10.1109/a-sscc67472.2025.11349378,11349378,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Coherent Polar PT-RX for 32-APSK/16-QAM/GFSK Demodulation with High ACR and Relaxed I/Q Generation,Xuansheng Ji; Liqun Feng; Qianxian Liao; Woogeun Rhee; Zhihua Wang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349648,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349648,https://doi.org/10.1109/a-sscc67472.2025.11349648,11349648,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
"A DC-95GHz, 4-channel M-Z modulator driver with >4V ppd output and 4.2GBd FoM in 22nm FD-SOI CMOS",Bolun Cui; Bryan Bruins; Jan Filip; John R. Long,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349434,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349434,https://doi.org/10.1109/a-sscc67472.2025.11349434,11349434,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Dual-Mode Sense Amplifier with Switched-Capacitor Amplification for Bitline Crosstalk Immunity in 3D DRAM,Giwoo Lee; Donghwan Kim; SeongHwan Cho,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349391,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349391,https://doi.org/10.1109/a-sscc67472.2025.11349391,11349391,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Fast Start-Up Dual Energy Harvesting IC with BatteryIndependent Synchronous Accumulated Electric Charge Extraction (SAECE) Achieving 660% FoM avg for Piezoelectric Energy Harvesting,Yeon-Woo Jeong; Seung-Ju Lee; Jong-Hun Kim; Mun-Jung Cho; Min-Sik Kim; Myeong-Ho Kim; Hyun-Sik Kim; Se-Un Shin,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Power Management,,10.1109/a-sscc67472.2025.11349577,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349577,https://doi.org/10.1109/a-sscc67472.2025.11349577,11349577,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Fractional Spur Compensation Technique in Digital PLLs with over 30dB Spur Suppression,Parham Davami; Guillaume Mocquard; Thomas Burger,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc67472.2025.11349549,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349549,https://doi.org/10.1109/a-sscc67472.2025.11349549,11349549,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
A Fuzz-Less DEM-Inherent 103.6-dB DR 20-kHz BW MultiRate Zoom ADC with a VCO-Based Noise-Shaping Coarse Quantizer,Yu-Wei Tseng; Ching-Ju Lu; Shih-Che Kuo; Tang-Wei Chen; Cheng-Wei Wang; Chak-Hong Lam; Chia-Hung Chen,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349466,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349466,https://doi.org/10.1109/a-sscc67472.2025.11349466,11349466,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Heterogeneous Programmable A/D Converter Array Covering 2-500MHz BW and 81.4-58.7dB SNDR with over 170dB FoMs,Zhishuai Zhang; Siyu Huang; Mingyang Gu; Xiyu He; Yunsong Tao; Chaoyang Xing; Guanhua Long; Yi Zhong; Nan Sun; Lu Jie,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349401,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349401,https://doi.org/10.1109/a-sscc67472.2025.11349401,11349401,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A High-Efficient 154GHz 4TX/4RX FMCW Radar Chipset in 65nm CMOS,Sunghwan Park; Yudai Yamazaki; Carrel de Gomez; Chenxin Liu; Jun Sakamaki; Hiroyuki Sakai; Kazuaki Kunihiro; Kenichi Okada,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349382,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349382,https://doi.org/10.1109/a-sscc67472.2025.11349382,11349382,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
"A High-Precision, Power-and-Area-Efficient Stimulator ASIC with ±11V Voltage Compliance and ±5mV Charge Balancing for Implantable Adaptive Neuromodulation",Zhang Qiu; Kangyu Su; Anh Tuan Nguyen; Zhi Yang; Yueming Wang; Jian Xu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,"Biomedical, Sensor & Imaging IC",,10.1109/a-sscc67472.2025.11349546,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349546,https://doi.org/10.1109/a-sscc67472.2025.11349546,11349546,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A High-accuracy and High-throughput Bio-impedance Measurement IC with Phase-locked Sampling for Real-time Electrical Impedance Spectroscopy,Seonghyun Park; Song-I Cheon; Haidam Choi; Sein Oh; Sohmyung Ha; Minkyu Je,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,"EDA, CAD & Verification",,10.1109/a-sscc67472.2025.11349499,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349499,https://doi.org/10.1109/a-sscc67472.2025.11349499,11349499,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A High-energy-efficiency Charge-domain MultiplyAccumulator with Novel Successive Charge Injection Logic for Edge Al Computing in 22 nm,Wenming Zhu; Yuansheng Zhao; Zixuan Shen; Lei Huang; Yulong Tan; Shunmin Jiang; Chunjiang Tu; Sijun Du; Chao Wang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349614,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349614,https://doi.org/10.1109/a-sscc67472.2025.11349614,11349614,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A K-Band 8-Beam 4-element Phased-Array Transmitter Using GCPW-based Beam-combining Network and Compact 8-shaped Coils for Satellite Communications,Ruiyang Jiang; Haikun Jia; Xiaochuan Duo; Jiankai Zhao; Wei Deng; Zhan Gao; Xiao Zhu; Xiangrong Huang; Baoyong Chi,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc67472.2025.11349631,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349631,https://doi.org/10.1109/a-sscc67472.2025.11349631,11349631,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Ka-Band Time-Modulated Variable Gain Amplifier with 30-dB Gain Tuning and <0.1-Degree Phase Variation via Duty Cycle Control,Dongfan Xu; Minzhe Tang; Haiyun Gu; Ziyuan Ren; Yilun Chen; Minghao Fan; Yuxuan Liu; Daxu Zhang; Zheng Li; Duo Li; Yuncheng Zhang; Yi Zhang; Kazuaki Kunihiro; Kenichi Okada,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349426,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349426,https://doi.org/10.1109/a-sscc67472.2025.11349426,11349426,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Less than 6.5E-8 BER 36-Way Reconfigurable PUF with 4-bit Stable Responses per Cell Featuring Machine Learning-Based Best-Configuration Selection,Shufan Xu; Kunyang Liu; Nan Wang; Hirofumi Shinohara; Kiichi Niitsu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Security & Reliability,,10.1109/a-sscc67472.2025.11349388,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349388,https://doi.org/10.1109/a-sscc67472.2025.11349388,11349388,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
A Magnetoelectric Wireless Power Transfer System with a 97.25%-Efficient Load-Adaptive CMOS Rectifier for Miniaturized Implants,Yasemin Engür; Mingxiang Gao; Niels Kuster; Mahsa Shoaran,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,"Biomedical, Sensor & Imaging IC",,10.1109/a-sscc67472.2025.11349442,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349442,https://doi.org/10.1109/a-sscc67472.2025.11349442,11349442,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
A Multi-Level Runtime Reconfigurable Array (RTRA) for Multi-Program ML and DSP Acceleration in 16-nm CMOS,Hongseok Lee; Tim Ling; Jack Burd; Yao-Kai Yang; Nian-Shyang Chang; Wen-Ching Chen; Chi-Shi Chen; Tzi-Dar Chiueh; Michael Kuan-Tse Lee; Chia-Hsiang Yang; Dejan Marković,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349537,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349537,https://doi.org/10.1109/a-sscc67472.2025.11349537,11349537,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Multi-Mode Readout IC Achieving 33.9dB SNR at 131Hz for Non-Conductive Touch on a 6.5” AMOLED Panel,Sang Weun Kim; Jun Seong Kim; Dabin Yun; Seunghoon Ko,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349464,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349464,https://doi.org/10.1109/a-sscc67472.2025.11349464,11349464,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,1
A Scalable 26.39-29.0 GHz Multi-Core Oscillator Consisting of Fully-Identical Spliceable Basic Cells Achieving 193.5 d Bc/ Hz FoM and -143.0dBc/Hz PN,Junjie Chen; Xiangjian Kong; Zhao Zhang; Jian Liu; Nanjian Wu; Liyuan Liu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc67472.2025.11349509,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349509,https://doi.org/10.1109/a-sscc67472.2025.11349509,11349509,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Scalable Area-Efficient Implementation Mechanism for Double-Chain Millimeter-Wave Modules and Transceiver Front Ends,Jian Zhang; Wei Zhu; Yichen Liu; Ming Zhai; Zelin Yin; Yan Wang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc67472.2025.11349407,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349407,https://doi.org/10.1109/a-sscc67472.2025.11349407,11349407,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Silicon-Sensor-Integrated CGM Chiplet Achieving 0-40 mM Linear Range by Post-Distortion and EnergyRecycling,Weixiao Wang; Zhuhao Li; Ting-Hsun Wang; Changgui Yang; Yuxuan Luo; Bo Zhao,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,"Devices, Process & 3D Integration",,10.1109/a-sscc67472.2025.11349635,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349635,https://doi.org/10.1109/a-sscc67472.2025.11349635,11349635,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Single-Channel 12b 400 MS/s Asynchronous MultiBit/Cycle SAR ADC Emulating Single-Bit/Cycle-Like Properties with a 5.2b Digital Slope Quantizer,Hongzhi Zhao; Bingxiang Hu; Minglei Zhang; R. P. Martins; Yan Zhu; Chi-Hang Chan,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349472,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349472,https://doi.org/10.1109/a-sscc67472.2025.11349472,11349472,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Single-Ended Fully Dynamic 2nd Order Discrete-Time Delta-Sigma ADC and Reconstruction Filter for on-chip DC rail-to-rail Voltages Monitoring at Cryogenic Temperature in 14nm FinFet CMOS,Pier Andrea Francese; Thomas Morf; Andrea Ruffino; Matthias Brändli; Marcel Kossel,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349490,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349490,https://doi.org/10.1109/a-sscc67472.2025.11349490,11349490,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Single-Stage 6-Transistor Analog Multi-Modulus Divider Achieving Maintaining 50% Duty Cycle in 65nm CMOS,Yuan Liu; Xiaoteng Zhao; Chenxi Han; Qi Zhang; Shubin Liu; Zhangming Zhu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349625,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349625,https://doi.org/10.1109/a-sscc67472.2025.11349625,11349625,111.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Single-Trim CMOS Voltage Reference with 0.021% Accuracy and 2.16 ppm/°C TC from-40°C to 125°C,Ziteng Chen Wanyuan Qu,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349615,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349615,https://doi.org/10.1109/a-sscc67472.2025.11349615,11349615,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A Total-CMRR-Boosting Technique Using Common-Mode Signal Replication for Biopotential Recording,Heewon Choee; Sein Oh; Yegeun Kim; Changhun Seok; Sohmyung Ha; Minkyu Je,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Power Management,,10.1109/a-sscc67472.2025.11349461,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349461,https://doi.org/10.1109/a-sscc67472.2025.11349461,11349461,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A-SSCC 2024 Celebrates Its 20th Anniversary With Rising Submissions and Registrations: Building on Two Decades of Success for Future Growth [Conference Reports],Pei‐Yun Tsai; Baoyong Chi; Tsung‐Heng Tsai; Hideshi Miyajima; Sugako Otani; Ryuichi Fujimoto; Hoyoung Yoo,,IEEE Solid-State Circuits Magazine,2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/mssc.2025.3564046,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=3564046,https://doi.org/10.1109/mssc.2025.3564046,3564046,91.2,venue_year_search:2025,publisher_pdf_requires_session,0
A-SSCC 2025 Cover Page,,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349633,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349633,https://doi.org/10.1109/a-sscc67472.2025.11349633,11349633,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A-SSCC 2025 Cover Page,,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349486,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349486,https://doi.org/10.1109/a-sscc67472.2025.11349486,11349486,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A-SSCC 2025 Cover Page,,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349445,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349445,https://doi.org/10.1109/a-sscc67472.2025.11349445,11349445,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
A-SSCC 2025 Cover Page,,,ASSCC,2025,ASSCC,A,General IC,,10.1109/a-sscc67472.2025.11349376,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349376,https://doi.org/10.1109/a-sscc67472.2025.11349376,11349376,81.2,venue_year_search:2025,publisher_pdf_requires_session,0
A3.64 μJ /frame Visual-Aided Speech Enhancement Processor Tolerating -10dB SNR Input for Hearing Aids in 22nm CMOS,Nan Wu; Shenyu Wang; Peng Wang; Heyue Li; Kaiji Liu; Xiao Liu; Yansu Guo; Zhihua Wang; Hanjun Jiang,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349465,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349465,https://doi.org/10.1109/a-sscc67472.2025.11349465,11349465,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
ANP-R: A 22nm 0.88pJ/SOP Versatile Asynchronous SNN-based Processor with Coarse-Grained Reconfigurable Architecture Enabling On-chip Incremental Learning,Ziyi Cheng; Dexuan Huo; Jilin Zhang; Zhihua Wang; Hong Chen,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc67472.2025.11349520,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349520,https://doi.org/10.1109/a-sscc67472.2025.11349520,11349520,91.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
An 18.3 μ W Loop Filter Auto-Shift Technique enabled Delta-Sigma Modulator with 108.3dB-DR and 190.4dB Fold SDR,Cong Wei; Lijie Huang; Jinze Lai; Ziqiang Peng; Rongshan Wei; Xiaoqiang Lu; Zhichao Tan,,2025 IEEE Asian Solid-State Circuits Conference (A-SSCC),2025,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc67472.2025.11349652,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11349652,https://doi.org/10.1109/a-sscc67472.2025.11349652,11349652,101.2,crossref_venue_year:2025,publisher_pdf_requires_session,0
